symbol,name,industry,close,marketCap,aboveSma12m,aboveSma200,aboveSma150,vcp,contractions,volatilityRatio,pe,peTrend,fcf,fcfTrend,eps,epsTrend,freeFloatPct,closelyHeldPct,employees,rulesPassed,rulesTotal,score
YUMC,Yum China Holdings Inc. Common Stock,Consumer Discretionary,47.14,16143476531,false,false,false,false,10,2,,unknown,,unknown,,unknown,,,290000,3,12,2
MTZ,MasTec Inc. Common Stock,Industrials,302.48,24290640671,false,false,false,false,12,0.29,,unknown,,unknown,,unknown,,,36000,3,12,2
ALB,Albemarle Corporation Common Stock,Industrials,133.99,15811497587,false,false,false,false,12,0.17,,unknown,,unknown,,unknown,,,7800,3,12,2
TLN,Talen Energy Corporation Common Stock,Utilities,356.92,17101557322,false,false,false,false,11,0.29,,unknown,,unknown,,unknown,,,1880,3,12,2
LII,Lennox International Inc. Common Stock,Industrials,416.13,14381733688,false,false,false,false,14,5.26,,unknown,,unknown,,unknown,,,12900,3,12,2
DKNG,DraftKings Inc. Class A Common Stock,Consumer Discretionary,25.3,12560287414,false,false,false,false,15,0.07,,unknown,,unknown,,unknown,,,5100,3,12,2
BG,Bunge Limited Common Shares,Consumer Staples,114.91,22076408424,false,false,false,false,12,0.28,,unknown,,unknown,,unknown,,,22000,3,12,2
WY,Weyerhaeuser Company Common Stock,Real Estate,24.08,17355322880,false,false,false,false,12,0.15,,unknown,,unknown,,unknown,,,9517,3,12,2
Z,Zillow Group Inc. Class C Capital Stock,Real Estate,33.72,7582783449,false,false,false,false,11,5.1,,unknown,,unknown,,unknown,,,7068,3,12,2
ZG,Zillow Group Inc. Class A Common Stock,Real Estate,34.32,7717708421,false,false,false,false,11,4.26,,unknown,,unknown,,unknown,,,7068,3,12,2
LNT,Alliant Energy Corporation Common Stock,Utilities,70.35,18240678575,false,false,false,false,13,8.94,,unknown,,unknown,,unknown,,,4943,3,12,2
DOW,Dow Inc. Common Stock ,Industrials,31.34,22638157883,false,false,false,false,11,0.17,,unknown,,unknown,,unknown,,,34600,3,12,2
MAA,Mid-America Apartment Communities Inc. Common Stock,Real Estate,131.12,15212799002,false,false,false,false,14,0.73,,unknown,,unknown,,unknown,,,2507,3,12,2
BWXT,BWX Technologies Inc. Common Stock,Industrials,171.54,15716834449,false,false,false,false,13,0.61,,unknown,,unknown,,unknown,,,10400,3,12,2
ULS,UL Solutions Inc. Class A Common Stock,Health Care,77.11,15568368120,false,false,false,false,10,1.08,,unknown,,unknown,,unknown,,,14851,3,12,2
TXT,Textron Inc. Common Stock,Industrials,87.65,15074653275,false,false,false,false,13,0.89,,unknown,,unknown,,unknown,,,34000,3,12,2
WMG,Warner Music Group Corp. Class A Common Stock,Consumer Discretionary,26.37,13794404609,false,false,false,false,12,77.94,,unknown,,unknown,,unknown,,,5500,3,12,2
SUI,Sun Communities Inc. Common Stock,Real Estate,121.36,14781764142,false,false,false,false,13,20.15,,unknown,,unknown,,unknown,,,3614,3,12,2
DECK,Deckers Outdoor Corporation Common Stock,Consumer Discretionary,90.11,12292285995,false,false,false,false,10,0.14,,unknown,,unknown,,unknown,,,6000,3,12,2
PSKY,Paramount Skydance Corporation Class B Common Stock,Industrials,10.28,11533602608,false,false,false,false,10,3.72,,unknown,,unknown,,unknown,,,17600,3,12,2
FNF,Fidelity National Financial Inc. Common Stock,Finance,49.13,13176313591,false,false,false,false,10,1.74,,unknown,,unknown,,unknown,,,24535,3,12,2
APOS,Apollo Global Management Inc. 7.625% Fixed-Rate Resettable Junior Subordinated Notes due 2053,Finance,25.52,14534514596,false,false,false,false,9,0.3,,unknown,,unknown,,unknown,,,6140,3,12,2
BEPC,Brookfield Renewable Corporation Brookfield Renewable Corporation Class A Subordinate Voting Shares,Utilities,35.1,13228706813,false,false,false,false,15,5.18,,unknown,,unknown,,unknown,,,2411,3,12,2
RBC,RBC Bearings Incorporated Common Stock,Industrials,557.62,17653828197,false,false,false,false,12,20.29,,unknown,,unknown,,unknown,,,5816,3,12,2
DPZ,Domino's Pizza Inc Common Stock,Consumer Discretionary,335.42,11096275554,false,false,false,false,11,0.29,,unknown,,unknown,,unknown,,,10200,3,12,2
QXO,QXO Inc. Common Stock,Consumer Discretionary,13.98,14504250000,false,false,false,false,8,1.43,,unknown,,unknown,,unknown,,,7794,3,12,2
UHS,Universal Health Services Inc. Common Stock,Health Care,170.53,10050443903,false,false,false,false,11,1.99,,unknown,,unknown,,unknown,,,101500,3,12,2
SREA,DBA Sempra 5.750% Junior Subordinated Notes due 2079,Utilities,20.58,13030142108,false,false,false,false,9,7.46,,unknown,,unknown,,unknown,,,15938,3,12,2
WSO,Watsco Inc. Common Stock,Consumer Discretionary,311.86,12864909221,false,false,false,false,10,2.15,,unknown,,unknown,,unknown,,,6950,3,12,2
AA,Alcoa Corporation Common Stock ,Industrials,51.71,13646757401,false,false,false,false,11,0.45,,unknown,,unknown,,unknown,,,14900,3,12,2
GGG,Graco Inc. Common Stock,Industrials,81.55,13207334347,false,false,false,false,7,20.22,,unknown,,unknown,,unknown,,,4400,3,12,2
HII,Huntington Ingalls Industries Inc. Common Stock,Industrials,318.34,12544059727,false,false,false,false,17,0.08,,unknown,,unknown,,unknown,,,44000,3,12,2
EVR,Evercore Inc. Class A Common Stock,Finance,303.18,11659629134,false,false,false,false,12,0.31,,unknown,,unknown,,unknown,,,2570,3,12,2
NXT,Nextpower Inc. Class A Common Stock,Industrials,99.09,15034878137,false,false,false,false,13,4.7,,unknown,,unknown,,unknown,,,1993,3,12,2
HL,Hecla Mining Company Common Stock,Industrials,18.82,12642681871,false,false,false,false,15,0.12,,unknown,,unknown,,unknown,,,1865,3,12,2
SMMT,Summit Therapeutics Inc. Common Stock ,Health Care,12.78,10195239914,false,false,false,false,12,0.89,,unknown,,unknown,,unknown,,,265,3,12,2
CHWY,Chewy Inc. Class A Common Stock,Consumer Discretionary,22.13,9060557701,false,false,false,false,12,0.13,,unknown,,unknown,,unknown,,,18000,3,12,2
JKHY,Jack Henry & Associates Inc. Common Stock,Technology,149.87,10648380399,false,false,false,false,8,0.8,,unknown,,unknown,,unknown,,,7240,3,12,2
KTOS,Kratos Defense & Security Solutions Inc. Common Stock,Industrials,63.29,11880882786,false,false,false,false,14,0.04,,unknown,,unknown,,unknown,,,4300,3,12,2
MLI,Mueller Industries Inc. Common Stock,Industrials,66.63,14737315882,false,false,false,false,13,0.08,,unknown,,unknown,,unknown,,,4832,3,12,2
SF,Stifel Financial Corporation Common Stock,Finance,83.99,12682635639,false,false,false,false,12,2.15,,unknown,,unknown,,unknown,,,9000,3,12,2
ERIE,Erie Indemnity Company Class A Common Stock,Finance,247.75,11443341597,false,false,false,false,10,0.4,,unknown,,unknown,,unknown,,,6667,3,12,2
IONS,Ionis Pharmaceuticals Inc. Common Stock,Health Care,58.63,9743386799,false,false,false,false,8,0.37,,unknown,,unknown,,unknown,,,1480,3,12,2
WYNN,Wynn Resorts Limited Common stock,Consumer Discretionary,102.79,10584686256,false,false,false,false,10,1.18,,unknown,,unknown,,unknown,,,28500,3,12,2
ACM,AECOM Common Stock,Consumer Discretionary,62.22,8007491564,false,false,false,false,14,0.19,,unknown,,unknown,,unknown,,,51000,3,12,2
AVAV,AeroVironment Inc. Common Stock,Industrials,181.13,9166632474,false,false,false,false,11,0.05,,unknown,,unknown,,unknown,,,4091,3,12,2
REG,Regency Centers Corporation Common Stock,Real Estate,76.37,13984916174,false,false,false,false,9,0.84,,unknown,,unknown,,unknown,,,507,3,12,2
HLI,Houlihan Lokey Inc. Class A Common Stock,Finance,125.22,8751187530,false,false,false,false,10,1.64,,unknown,,unknown,,unknown,,,2800,3,12,2
PEN,Penumbra Inc. Common Stock,Health Care,327.17,12887037196,false,false,false,false,13,0.09,,unknown,,unknown,,unknown,,,4700,3,12,2
CDE,Coeur Mining Inc. Common Stock,Basic Materials,19.31,19849424811,false,false,false,false,12,0.08,,unknown,,unknown,,unknown,,,2620,3,12,2
DTM,DT Midstream Inc. Common Stock ,Utilities,135,13772064960,false,false,false,false,11,0.32,,unknown,,unknown,,unknown,,,588,3,12,2
OKLO,Oklo Inc. Class A common stock,Utilities,43.88,8162454482,false,false,false,false,14,0.54,,unknown,,unknown,,unknown,,,215,3,12,2
GMED,Globus Medical Inc. Class A Common Stock,Health Care,85.12,11428374120,false,false,false,false,9,0.6,,unknown,,unknown,,unknown,,,6000,3,12,2
CELH,Celsius Holdings Inc. Common Stock,Consumer Staples,29.945,7577134482,false,false,false,false,13,0.12,,unknown,,unknown,,unknown,,,1497,3,12,2
EPAM,EPAM Systems Inc. Common Stock,Technology,98.73,5093182634,false,false,false,false,16,69.71,,unknown,,unknown,,unknown,,,62850,3,12,2
WMS,Advanced Drainage Systems Inc. Common Stock,Consumer Discretionary,147.98,11158482509,false,false,false,false,11,2.62,,unknown,,unknown,,unknown,,,6425,3,12,2
BLDR,Builders FirstSource Inc. Common Stock,Consumer Discretionary,70.21,7554347246,false,false,false,false,7,0.6,,unknown,,unknown,,unknown,,,28000,3,12,2
NYT,New York Times Company (The) Common Stock,Consumer Discretionary,65.27,10476021803,false,false,false,false,12,0.79,,unknown,,unknown,,unknown,,,6000,3,12,2
ALGN,Align Technology Inc. Common Stock,Health Care,171.16,12159181068,false,false,false,false,14,0.24,,unknown,,unknown,,unknown,,,20290,3,12,2
ELAN,Elanco Animal Health Incorporated Common Stock,Health Care,23.61,11796071406,false,false,false,false,12,0.37,,unknown,,unknown,,unknown,,,9900,3,12,2
TEM,Tempus AI Inc. Class A Common Stock,Technology,51.64,9317650800,false,false,false,false,11,0.91,,unknown,,unknown,,unknown,,,3800,3,12,2
PEGA,Pegasystems Inc. Common Stock,Technology,31.88,5241229647,false,false,false,false,14,1.38,,unknown,,unknown,,unknown,,,5598,3,12,2
CNM,Core & Main Inc. Class A Common Stock,Consumer Discretionary,45.34,8774198387,false,false,false,false,9,1.04,,unknown,,unknown,,unknown,,,5600,3,12,2
BROS,Dutch Bros Inc. Class A Common Stock,Consumer Discretionary,50.42,8807452121,false,false,false,false,7,7.81,,unknown,,unknown,,unknown,,,32000,3,12,2
NCLH,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,Consumer Discretionary,18.18,8348035040,false,false,false,false,10,0.63,,unknown,,unknown,,unknown,,,44500,3,12,2
BAH,Booz Allen Hamilton Holding Corporation Common Stock,Consumer Discretionary,74.97,9017764426,false,false,false,false,15,12.3,,unknown,,unknown,,unknown,,,31500,3,12,2
KRMN,Karman Holdings Inc. Common Stock,Industrials,61.78,8187932480,false,false,false,false,10,0.08,,unknown,,unknown,,unknown,,,1400,3,12,2
ENSG,The Ensign Group Inc. Common Stock,Health Care,181.53,10580010244,false,false,false,false,9,0.26,,unknown,,unknown,,unknown,,,46000,3,12,2
RMBS,Rambus Inc. Common Stock,Technology,100.61,10912321878,false,false,false,false,9,0.36,,unknown,,unknown,,unknown,,,791,3,12,2
KVYO,Klaviyo Inc. Series A Common Stock,Technology,17.54,4994119245,false,false,false,false,12,3.34,,unknown,,unknown,,unknown,,,2368,3,12,2
DDS,Dillard's Inc. Common Stock,Consumer Discretionary,579.68,9054294949,false,false,false,false,8,5.75,,unknown,,unknown,,unknown,,,29100,3,12,2
ONBPP,Old National Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of Series A Preferred Stock,Finance,24.91,9529818700,false,false,false,false,11,0.64,,unknown,,unknown,,unknown,,,4914,3,12,2
SARO,StandardAero Inc. Common Stock,Industrials,27.39,9063883215,false,false,false,false,9,0.94,,unknown,,unknown,,unknown,,,8000,3,12,2
GAP,Gap Inc. (The) Common Stock,Consumer Discretionary,20.18,7264374868,false,false,false,false,6,1.17,,unknown,,unknown,,unknown,,,79000,3,12,2
EGP,EastGroup Properties Inc. Common Stock,Real Estate,203.55,10945558675,false,false,false,false,7,0.24,,unknown,,unknown,,unknown,,,103,3,12,2
RRX,Regal Rexnord Corporation Common Stock,Consumer Discretionary,174.52,11621612629,false,false,false,false,10,8.59,,unknown,,unknown,,unknown,,,29200,3,12,2
ACI,Albertsons Companies Inc. Class A Common Stock,Consumer Staples,12.2,5920973333,false,false,false,false,6,1.28,,unknown,,unknown,,unknown,,,280000,3,12,2
MP,MP Materials Corp. Common Stock,Basic Materials,58.51,10420723914,false,false,false,false,9,0.11,,unknown,,unknown,,unknown,,,998,3,12,2
WLK,Westlake Corporation Common Stock,Industrials,78.21,9994968019,false,false,false,false,7,5.25,,unknown,,unknown,,unknown,,,14600,3,12,2
PPC,Pilgrim's Pride Corporation Common Stock,Consumer Staples,28.77,6850382235,false,false,false,false,15,1.03,,unknown,,unknown,,unknown,,,63000,3,12,2
GME,GameStop Corporation Common Stock,Consumer Discretionary,18.4,8255919129,false,false,false,false,6,3.08,,unknown,,unknown,,unknown,,,4000,3,12,2
AOS,A.O. Smith Corporation Common Stock,Consumer Discretionary,61.4,8344786382,false,false,false,false,12,0.2,,unknown,,unknown,,unknown,,,11500,3,12,2
EMP,Entergy Mississippi LLC First Mortgage Bonds 4.90% Series Due October 1 2066,Utilities,19.75,9215972086,false,false,false,false,11,0.07,,unknown,,unknown,,unknown,,,793,3,12,2
EAI,Entergy Arkansas LLC First Mortgage Bonds 4.875% Series Due September 1 2066,Utilities,19.7204,9202159793,false,false,false,false,13,0.24,,unknown,,unknown,,unknown,,,1347,3,12,2
ENJ,Entergy New Orleans LLC First Mortgage Bonds 5.0% Series due December 1 2052,Utilities,19.8907,9281627137,false,false,false,false,5,1.84,,unknown,,unknown,,unknown,,,216,3,12,2
REXR,Rexford Industrial Realty Inc. Common Stock,Real Estate,35.86,7996354127,false,false,false,false,13,0.1,,unknown,,unknown,,unknown,,,256,3,12,2
GLXY,Galaxy Digital Inc. Class A Common Stock,Finance,21.87,8548744398,false,false,false,false,12,0.13,,unknown,,unknown,,unknown,,,750,3,12,2
PLNT,Planet Fitness Inc. Common Stock,Consumer Discretionary,50.63,3808234938,false,false,false,false,10,1.21,,unknown,,unknown,,unknown,,,4020,3,12,2
SFD,Smithfield Foods Inc. Common Stock,Consumer Staples,22.61,8903081615,false,false,false,false,13,9.04,,unknown,,unknown,,unknown,,,34000,3,12,2
SAIA,Saia Inc. Common Stock,Industrials,385.22,10275608673,false,false,false,false,11,1.12,,unknown,,unknown,,unknown,,,14500,3,12,2
PRH,Prudential Financial Inc. 5.950% Junior Subordinated Notes due 2062,Finance,21.61,7606720000,false,false,false,false,8,0.43,,unknown,,unknown,,unknown,,,36607,3,12,2
POOL,Pool Corporation Common Stock,Consumer Discretionary,190.47,6921822081,false,false,false,false,12,0.27,,unknown,,unknown,,unknown,,,6000,3,12,2
ARE,Alexandria Real Estate Equities Inc. Common Stock,Real Estate,46.94,8179180936,false,false,false,false,16,0.12,,unknown,,unknown,,unknown,,,514,3,12,2
CPB,The Campbell's Company Common Stock,Consumer Staples,22.68,6763317591,false,false,false,false,11,1.4,,unknown,,unknown,,unknown,,,13700,3,12,2
PRS,Prudential Financial Inc. 5.625% Junior Subordinated Notes due 2058,Finance,20.71,7289920000,false,false,false,false,7,0.04,,unknown,,unknown,,unknown,,,36607,3,12,2
RRC,Range Resources Corporation Common Stock,Energy,39.36,9197625710,false,false,false,false,14,0.18,,unknown,,unknown,,unknown,,,564,3,12,2
ADC,Agree Realty Corporation Common Stock,Real Estate,74.54,9271233767,false,false,false,false,12,0.45,,unknown,,unknown,,unknown,,,90,3,12,2
CAG,ConAgra Brands Inc. Common Stock,Consumer Staples,15.54,7460250830,false,false,false,false,11,1.29,,unknown,,unknown,,unknown,,,17400,3,12,2
DOCS,Doximity Inc. Class A Common Stock,Technology,24.52,4370591430,false,false,false,false,15,0.73,,unknown,,unknown,,unknown,,,880,3,12,2
UGI,UGI Corporation Common Stock,Utilities,35.09,7526628392,false,false,false,false,9,4.87,,unknown,,unknown,,unknown,,,9400,3,12,2
JBTM,JBT Marel Corporation Common Stock,Industrials,118.73,6159334482,false,false,false,false,8,4.99,,unknown,,unknown,,unknown,,,11500,3,12,2
CHDN,Churchill Downs Incorporated Common Stock,Consumer Discretionary,89.7,6252111797,false,false,false,false,8,0.32,,unknown,,unknown,,unknown,,,9000,3,12,2
SOLS,Solstice Advanced Materials Inc. Common Stock ,Industrials,62.55,9935902931,false,false,false,false,9,1.45,,unknown,,unknown,,unknown,,,4100,3,12,2
AGCO,AGCO Corporation Common Stock,Industrials,99.75,6985664968,false,false,false,false,11,3.71,,unknown,,unknown,,unknown,,,22000,3,12,2
LKQ,LKQ Corporation Common Stock,Consumer Discretionary,25.45,6438903089,false,false,false,false,12,0.38,,unknown,,unknown,,unknown,,,44000,3,12,2
STEP,StepStone Group Inc. Class A Common Stock,Finance,48.28,5826269531,false,false,false,false,10,1.52,,unknown,,unknown,,unknown,,,1310,3,12,2
HLNE,Hamilton Lane Incorporated Class A Common Stock,Finance,100.84,5557356736,false,false,false,false,15,10.26,,unknown,,unknown,,unknown,,,785,3,12,2
MOS,Mosaic Company (The) Common Stock,Industrials,21.23,6748924565,false,false,false,false,5,1.04,,unknown,,unknown,,unknown,,,13249,3,12,2
MIDD,Middleby Corporation (The) Common Stock,Industrials,114.88,5195143453,false,false,false,false,10,14.2,,unknown,,unknown,,unknown,,,8826,3,12,2
RTO,Rentokil Initial plc American Depositary Shares (each representing five (5) Ordinary Shares),Consumer Discretionary,23.55,11878620000,false,false,false,false,14,0.04,,unknown,,unknown,,unknown,,,63388,3,12,2
RGTI,Rigetti Computing Inc. Common Stock,Technology,18.67,6231462506,false,false,false,false,14,0.19,,unknown,,unknown,,unknown,,,164,3,12,2
NFG,National Fuel Gas Company Common Stock,Utilities,81.82,7776590000,false,false,false,false,13,0.35,,unknown,,unknown,,unknown,,,2311,3,12,2
IBP,Installed Building Products Inc. Common Stock,Consumer Discretionary,243.54,6473092767,false,false,false,false,13,1.29,,unknown,,unknown,,unknown,,,10400,3,12,2
MOD,Modine Manufacturing Company Common Stock,Consumer Discretionary,216.75,11512179459,false,false,false,false,12,1.47,,unknown,,unknown,,unknown,,,13200,3,12,2
AMTM,Amentum Holdings Inc. Common Stock,Real Estate,20.43,4995266018,false,false,false,false,10,5.2,,unknown,,unknown,,unknown,,,50000,3,12,2
VFC,V.F. Corporation Common Stock,Industrials,14.48,5692588574,false,false,false,false,10,1.25,,unknown,,unknown,,unknown,,,26000,3,12,2
WING,Wingstop Inc. Common Stock,Consumer Discretionary,115.72,3152507423,false,false,false,false,7,4.94,,unknown,,unknown,,unknown,,,1367,3,12,2
INGR,Ingredion Incorporated Common Stock,Consumer Staples,103.59,6532797585,false,false,false,false,14,0.6,,unknown,,unknown,,unknown,,,11200,3,12,2
PRIM,Primoris Services Corporation Common Stock,Industrials,83.05,4470774757,false,false,false,false,14,0.84,,unknown,,unknown,,unknown,,,18526,3,12,2
CAVA,CAVA Group Inc. Common Stock,Consumer Discretionary,71.02,8295576182,false,false,false,false,7,4.41,,unknown,,unknown,,unknown,,,12900,3,12,2
PFSI,PennyMac Financial Services Inc. Common Stock,Finance,76.31,3964424459,false,false,false,false,12,2.37,,unknown,,unknown,,unknown,,,5543,3,12,2
STAG,Stag Industrial Inc. Common Stock,Real Estate,36.8,7095346507,false,false,false,false,10,0.34,,unknown,,unknown,,unknown,,,93,3,12,2
ESAB,ESAB Corporation Common Stock,Industrials,82.13,5105842235,false,false,false,false,9,0.12,,unknown,,unknown,,unknown,,,10300,3,12,2
LBRDK,Liberty Broadband Corporation Class C Common Stock,Telecommunications,33.96,4873182911,false,false,false,false,11,2.02,,unknown,,unknown,,unknown,,,74,3,12,2
CMSD,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2079,Utilities,21.18,6339925064,false,false,false,false,7,1.75,,unknown,,unknown,,unknown,,,8350,3,12,2
CMSC,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2078,Utilities,21.36,6393805447,false,false,false,false,11,0.07,,unknown,,unknown,,unknown,,,8350,3,12,2
CRK,Comstock Resources Inc. Common Stock,Energy,13.55,3978558425,false,false,false,false,16,0.5,,unknown,,unknown,,unknown,,,252,3,12,2
LBRDA,Liberty Broadband Corporation Class A Common Stock,Telecommunications,33.94,4870312956,false,false,false,false,11,2.11,,unknown,,unknown,,unknown,,,74,3,12,2
EXP,Eagle Materials Inc Common Stock,Industrials,205.51,6304086041,false,false,false,false,12,0.44,,unknown,,unknown,,unknown,,,2800,3,12,2
OLLI,Ollie's Bargain Outlet Holdings Inc. Common Stock,Consumer Discretionary,74.93,4529765170,false,false,false,false,13,8.58,,unknown,,unknown,,unknown,,,13000,3,12,2
STWD,STARWOOD PROPERTY TRUST INC. Starwood Property Trust Inc.,Real Estate,16.24,6011543748,false,false,false,false,10,1.03,,unknown,,unknown,,unknown,,,324,3,12,2
ORA,Ormat Technologies Inc. Common Stock,Utilities,113.91,7005116549,false,false,false,false,12,3.94,,unknown,,unknown,,unknown,,,1648,3,12,2
BYD,Boyd Gaming Corporation Common Stock,Consumer Discretionary,82.77,6013688617,false,false,false,false,9,3.2,,unknown,,unknown,,unknown,,,16009,3,12,2
CWEN,Clearway Energy Inc. Class C Common Stock,Utilities,34.15,5597653197,false,false,false,false,9,8.8,,unknown,,unknown,,unknown,,,60,3,12,2
FND,Floor & Decor Holdings Inc. Common Stock,Consumer Discretionary,56.62,6029461818,false,false,false,false,13,0.03,,unknown,,unknown,,unknown,,,13723,3,12,2
APLD,Applied Digital Corporation Common Stock,Finance,31.18,9088006912,false,false,false,false,13,0.21,,unknown,,unknown,,unknown,,,256,3,12,2
PSN,Parsons Corporation Common Stock,Technology,45.76,4887414829,false,false,false,false,14,0.22,,unknown,,unknown,,unknown,,,21000,3,12,2
CMSA,CMS Energy Corporation 5.625% Junior Subordinated Notes due 2078,Utilities,20.41,6109436759,false,false,false,false,12,0.02,,unknown,,unknown,,unknown,,,8350,3,12,2
CWST,Casella Waste Systems Inc. Class A Common Stock,Utilities,89.31,5683692508,false,false,false,false,16,1.56,,unknown,,unknown,,unknown,,,5600,3,12,2
TXNM,TXNM Energy Inc. Common Stock,Utilities,57.58,5933395071,false,false,false,false,8,0.42,,unknown,,unknown,,unknown,,,1755,3,12,2
MAT,Mattel Inc. Common Stock,Consumer Discretionary,14.58,4165506000,false,false,false,false,15,0.07,,unknown,,unknown,,unknown,,,31000,3,12,2
KD,Kyndryl Holdings Inc. Common Stock,Technology,12.72,2770648305,false,false,false,false,11,0.99,,unknown,,unknown,,unknown,,,72000,3,12,2
NXST,Nexstar Media Group Inc. Common Stock,Industrials,184.8,5693374025,false,false,false,false,12,1.5,,unknown,,unknown,,unknown,,,13005,3,12,2
PIPR,Piper Sandler Companies Common Stock,Finance,75.24,5317232695,false,false,false,false,12,1.25,,unknown,,unknown,,unknown,,,1858,3,12,2
AAON,AAON Inc. Common Stock,Industrials,88.09,7263341060,false,false,false,false,11,2.12,,unknown,,unknown,,unknown,,,5897,3,12,2
FBIN,Fortune Brands Innovations Inc. Common Stock,Basic Materials,46.55,5556742254,false,false,false,false,12,0.27,,unknown,,unknown,,unknown,,,10000,3,12,2
CRUS,Cirrus Logic Inc. Common Stock,Technology,119.87,6007592037,false,false,false,false,9,0.22,,unknown,,unknown,,unknown,,,1668,3,12,2
PFH,Prudential Financial Inc. 4.125% Junior Subordinated Notes due 2060,Finance,15.375,5488875000,false,false,false,false,13,0.02,,unknown,,unknown,,unknown,,,36607,3,12,2
GXO,GXO Logistics Inc. Common Stock ,Consumer Discretionary,47.32,5426874278,false,false,false,false,12,1.01,,unknown,,unknown,,unknown,,,154000,3,12,2
PL,Planet Labs PBC Class A Common Stock,Technology,24.38,8689093584,false,false,false,false,11,2.06,,unknown,,unknown,,unknown,,,1000,3,12,2
LEA,Lear Corporation Common Stock,Consumer Discretionary,124.89,6160169776,false,false,false,false,12,0.52,,unknown,,unknown,,unknown,,,164300,3,12,2
MIR,Mirion Technologies Inc. Class A Common Stock,Industrials,15.74,3919852564,false,false,false,false,14,0.89,,unknown,,unknown,,unknown,,,3281,3,12,2
CIFR,Cipher Mining Inc. Common Stock,Finance,18.5,7678068357,false,false,false,false,5,0.74,,unknown,,unknown,,unknown,,,66,3,12,2
ALK,Alaska Air Group Inc. Common Stock,Consumer Discretionary,44.04,4915001405,false,false,false,false,10,0.06,,unknown,,unknown,,unknown,,,31596,3,12,2
EPRT,Essential Properties Realty Trust Inc. Common Stock,Real Estate,31.14,6734741345,false,false,false,false,13,9.46,,unknown,,unknown,,unknown,,,56,3,12,2
WH,Wyndham Hotels & Resorts Inc. Common Stock ,Consumer Discretionary,72.94,5412959239,false,false,false,false,11,0.43,,unknown,,unknown,,unknown,,,2000,3,12,2
FOUR,Shift4 Payments Inc. Class A Common Stock,Real Estate,44.35,3501881322,false,false,false,false,10,0.72,,unknown,,unknown,,unknown,,,6300,3,12,2
LPX,Louisiana-Pacific Corporation Common Stock,Basic Materials,72.29,5054763309,false,false,false,false,11,0.12,,unknown,,unknown,,unknown,,,4300,3,12,2
BFAM,Bright Horizons Family Solutions Inc. Common Stock,Consumer Discretionary,70.29,3418575659,false,false,false,false,13,0.47,,unknown,,unknown,,unknown,,,32200,3,12,2
IRTC,iRhythm Technologies Inc. Common Stock,Health Care,116.92,3854034311,false,false,false,false,12,2.77,,unknown,,unknown,,unknown,,,2400,3,12,2
OLED,Universal Display Corporation Common Stock,Technology,86.64,3982566584,false,false,false,false,11,2.25,,unknown,,unknown,,unknown,,,469,3,12,2
BOOT,Boot Barn Holdings Inc. Common Stock,Consumer Discretionary,164.13,4970651446,false,false,false,false,7,1.22,,unknown,,unknown,,unknown,,,12700,3,12,2
SITE,SiteOne Landscape Supply Inc. Common Stock,Consumer Discretionary,95.65,4175638054,false,false,false,false,10,1.28,,unknown,,unknown,,unknown,,,8200,3,12,2
THO,Thor Industries Inc. Common Stock,Industrials,77.64,4041734440,false,false,false,false,9,0.35,,unknown,,unknown,,unknown,,,20900,3,12,2
LMND,Lemonade Inc. Common Stock,Finance,49.95,3865960919,false,false,false,false,10,1.06,,unknown,,unknown,,unknown,,,1282,3,12,2
WFRD,Weatherford International plc Ordinary Shares,Consumer Discretionary,93.08,6672481034,false,false,false,false,14,0.14,,unknown,,unknown,,unknown,,,16700,3,12,2
VNT,Vontier Corporation Common Stock ,Industrials,32.33,4371016000,false,false,false,false,9,74.45,,unknown,,unknown,,unknown,,,7800,3,12,2
FCN,FTI Consulting Inc. Common Stock,Consumer Discretionary,149.82,4136766167,false,false,false,false,14,4.55,,unknown,,unknown,,unknown,,,8118,3,12,2
UFPI,UFP Industries Inc. Common Stock,Basic Materials,88.29,4870208040,false,false,false,false,13,0.2,,unknown,,unknown,,unknown,,,13800,3,12,2
REZI,Resideo Technologies Inc. Common Stock ,Industrials,20.64,3134129882,false,false,false,false,9,3.26,,unknown,,unknown,,unknown,,,14800,3,12,2
POR,Portland General Electric Co Common Stock,Utilities,50.87,5982705734,false,false,false,false,11,1.82,,unknown,,unknown,,unknown,,,2877,3,12,2
BMI,Badger Meter Inc. Common Stock,Industrials,128.7,3730607209,false,false,false,false,10,4.93,,unknown,,unknown,,unknown,,,2477,3,12,2
POST,Post Holdings Inc. Common Stock,Consumer Staples,79.35,3487972477,false,false,false,false,12,2.58,,unknown,,unknown,,unknown,,,13180,3,12,2
WTM,White Mountains Insurance Group Ltd. Common Stock,Finance,2113.4,5044096161,false,false,false,false,12,0.81,,unknown,,unknown,,unknown,,,1648,3,12,2
SNEX,StoneX Group Inc. Common Stock,Finance,68.41,8251390841,false,false,false,false,10,0.46,,unknown,,unknown,,unknown,,,5251,3,12,2
GVA,Granite Construction Incorporated Common Stock,Industrials,128.02,5602732570,false,false,false,false,10,94.18,,unknown,,unknown,,unknown,,,2500,3,12,2
